格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区,可能的下车站点
017_U_07,三维汽贸,"['010_U_29', '010_U_30', '010_D_25', '010_D_26', '017_U_05', '017_U_06', '017_U_08', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '027_U_16', '027_U_17', '027_U_18', '027_D_22', '027_D_23', '027_D_24', '028_U_12', '028_U_13', '028_D_26', '028_D_27', '031_U_12', '031_U_13', '031_D_18', '031_D_19', '081_U_02', '081_U_03', '081_D_33', '081_D_34']",17,上行,7,117.900001,37.363228,False,"['017_U_08', '017_U_09', '017_U_10', '017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_08,沙洼韩,"['017_U_07', '017_D_30', '017_D_31', '027_U_16', '027_D_24']",17,上行,8,117.892304,37.364847,False,"['017_U_09', '017_U_10', '017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_09,汇智人才公寓东门,"['009_D_22', '017_D_29', '027_U_15', '027_D_25', '030_U_16', '030_U_17', '030_D_30']",17,上行,9,117.895257,37.375283,False,"['017_U_10', '017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_10,政通铝材,"['009_U_26', '009_U_27', '009_D_21', '009_D_22', '017_D_28', '030_U_18', '030_D_29']",17,上行,10,117.903076,37.379725,False,"['017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_11,滨魏二区,"['009_U_28', '030_U_19']",17,上行,11,117.916175,37.379794,True,"['017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_12,纺苑二区,"['009_D_20', '017_D_27', '030_D_28', '101_U_07', '101_D_24', '109_U_20', '109_D_12', '109_D_13']",17,上行,12,117.921006,37.379841,True,"['017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_13,二单宿舍,"['009_U_29', '009_U_30', '009_D_19', '017_U_14', '017_D_26', '030_U_20', '030_U_21', '030_D_27', '101_U_08', '101_U_09', '101_D_23']",17,上行,13,117.929789,37.379841,True,"['017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_14,杜店北街,"['009_U_29', '009_U_30', '009_U_31', '009_D_18', '009_D_19', '017_U_13', '017_D_25', '017_D_26', '030_U_20', '030_U_21', '030_D_26', '030_D_27', '101_U_08', '101_U_09', '101_D_22', '101_D_23', '102_D_38', '106_D_35']",17,上行,14,117.933245,37.379848,True,"['017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_15,水清木华,"['009_U_31', '009_D_17', '009_D_18', '017_U_16', '017_D_23', '017_D_24', '017_D_25', '030_U_22', '030_U_23', '030_D_24', '030_D_25', '030_D_26', '101_U_10', '101_U_11', '101_D_20', '101_D_21', '101_D_22', '102_U_04', '102_U_05', '102_U_06', '102_D_36', '102_D_37', '102_D_38', '106_U_04', '106_U_05', '106_D_34', '106_D_35']",17,上行,15,117.937642,37.379847,True,"['017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_16,华夏银行,"['017_U_15', '017_D_23', '017_D_24', '030_U_22', '030_U_23', '030_D_24', '030_D_25', '101_U_10', '101_U_11', '101_D_20', '101_D_21', '102_U_05', '102_U_06', '102_D_36', '102_D_37']",17,上行,16,117.941358,37.379895,True,"['017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_17,领域尚城,"['017_U_18', '017_D_22', '030_U_24', '030_D_23', '101_U_12', '101_D_19', '102_U_07', '108_U_14', '108_U_15', '108_D_25', '108_D_26', '112_U_05', '112_U_06', '112_U_07', '112_D_28', '112_D_29']",17,上行,17,117.947056,37.378176,True,"['017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_18,纺苑小区,"['017_U_17', '017_D_21', '017_D_22', '030_U_24', '030_D_23', '101_U_12', '101_D_19', '108_U_13', '108_U_14', '108_D_25', '108_D_26', '112_U_05', '112_U_06', '112_D_28', '112_D_29']",17,上行,18,117.949033,37.376964,True,"['017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_19,市自然资源规划局,"['017_U_20', '017_D_20', '030_U_25', '030_D_22', '032_U_16', '032_U_17', '032_D_17', '032_D_18', '101_U_13', '101_D_18', '103_U_06', '103_D_28', '107_U_07', '107_U_08', '107_U_09', '107_D_34', '107_D_35', '108_U_12', '108_D_27', '113_U_09', '113_U_10', '113_D_28', '113_D_29']",17,上行,19,117.956917,37.37695,True,"['017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_20,齐鲁花园,"['017_U_19', '017_U_21', '017_D_18', '017_D_19', '017_D_20', '030_U_26', '030_D_21', '030_D_22', '032_U_18', '032_D_16', '032_D_17', '101_U_14', '101_D_17', '101_D_18', '105_U_08', '105_U_09', '105_D_35', '105_D_36', '105_D_37', '107_U_08', '107_U_09', '107_U_10', '107_D_33', '107_D_34', '113_U_11', '113_D_27', '113_D_28']",17,上行,20,117.960159,37.376943,True,"['017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_21,金融花园,"['017_U_20', '017_U_22', '017_D_17', '017_D_18', '017_D_19', '030_U_26', '030_U_27', '030_D_21', '032_U_18', '032_U_19', '032_D_16', '101_U_14', '101_U_15', '101_D_17', '105_U_08', '105_U_09', '105_U_10', '105_D_34', '105_D_35', '105_D_36', '107_U_09', '107_U_10', '107_U_11', '107_D_32', '107_D_33', '113_U_11', '113_U_12', '113_D_27']",17,上行,21,117.962247,37.377948,True,"['017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_22,市交通运输局,"['017_U_21', '017_U_23', '017_U_24', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '030_U_26', '030_U_27', '030_D_21', '032_U_18', '032_U_19', '032_D_16', '101_U_14', '101_U_15', '101_D_17', '102_U_10', '102_U_11', '102_D_31', '102_D_32', '105_U_09', '105_U_10', '105_U_11', '105_U_12', '105_D_32', '105_D_33', '105_D_34', '105_D_35', '105_D_36', '107_U_10', '107_D_33', '112_U_10', '112_U_11', '112_D_23', '112_D_24', '113_U_11', '113_U_12', '113_D_27']",17,上行,22,117.962194,37.380583,True,"['017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_23,馨露佳园,"['017_U_22', '017_U_24', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '030_U_26', '030_U_27', '030_D_21', '032_U_18', '032_U_19', '032_D_16', '101_U_14', '101_U_15', '101_D_17', '102_U_10', '102_U_11', '102_U_12', '102_D_30', '102_D_31', '102_D_32', '102_D_33', '105_U_10', '105_U_11', '105_U_12', '105_D_32', '105_D_33', '105_D_34', '105_D_35', '112_U_10', '112_U_11', '112_U_12', '112_D_22', '112_D_23', '112_D_24', '112_D_25', '113_U_11', '113_U_12', '113_D_27']",17,上行,23,117.962249,37.381956,True,"['017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_24,交通丽苑,"['017_U_22', '017_U_23', '017_U_25', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '030_D_21', '032_D_16', '101_D_17', '102_U_09', '102_U_10', '102_U_11', '102_U_12', '102_U_13', '102_D_30', '102_D_31', '102_D_32', '102_D_33', '105_U_10', '105_U_11', '105_U_12', '105_U_13', '105_D_31', '105_D_32', '105_D_33', '105_D_34', '112_U_09', '112_U_10', '112_U_11', '112_U_12', '112_U_13', '112_D_22', '112_D_23', '112_D_24', '112_D_25', '113_D_27']",17,上行,24,117.962208,37.383729,True,"['017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_25,阳光贵苑,"['017_U_24', '017_U_26', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '102_U_09', '102_U_10', '102_U_11', '102_U_12', '102_U_13', '102_D_30', '102_D_31', '102_D_32', '102_D_33', '103_U_10', '103_D_24', '105_U_12', '105_U_13', '105_U_14', '105_D_31', '105_D_32', '105_D_33', '108_U_19', '108_D_20', '112_U_09', '112_U_10', '112_U_11', '112_U_12', '112_U_13', '112_D_22', '112_D_23', '112_D_24', '112_D_25']",17,上行,25,117.962248,37.38625,True,"['017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_26,银座中海店,"['006_U_27', '017_U_25', '017_U_27', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '102_U_12', '102_D_30', '102_D_31', '103_U_10', '103_U_11', '103_D_23', '103_D_24', '105_U_13', '105_U_14', '105_U_15', '105_D_30', '105_D_31', '105_D_32', '108_U_19', '108_U_20', '108_D_19', '108_D_20', '112_U_12', '112_D_22', '112_D_23']",17,上行,26,117.963087,37.388111,True,"['017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_27,实验学校,"['011_U_06', '011_U_07', '011_D_34', '011_D_35', '017_U_26', '017_U_28', '017_D_12', '017_D_13', '017_D_14', '102_U_13', '102_U_14', '102_U_15', '102_D_28', '102_D_29', '102_D_30', '103_U_10', '103_U_11', '103_U_12', '103_D_23', '103_D_24', '105_D_31', '108_U_19', '108_U_20', '108_U_21', '108_D_19', '108_D_20', '112_U_13', '112_D_21', '112_D_22']",17,上行,27,117.965835,37.388039,True,"['017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_28,聚鑫园,"['011_U_06', '011_U_07', '011_U_08', '011_D_34', '011_D_35', '017_U_27', '017_U_29', '017_D_11', '017_D_12', '102_U_14', '102_U_15', '102_U_16', '102_D_27', '102_D_28', '102_D_29', '103_U_11', '103_U_12', '103_U_13', '103_D_22', '103_D_23', '108_U_20', '108_U_21', '108_U_22', '108_D_18', '108_D_19', '112_U_14', '112_D_20', '112_D_21']",17,上行,28,117.969339,37.388117,True,"['017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_29,教育园,"['006_U_28', '006_D_17', '017_U_28', '017_U_30', '017_D_09', '017_D_10', '017_D_11', '102_U_15', '102_U_16', '102_U_17', '102_U_18', '102_D_25', '102_D_26', '102_D_27', '103_U_12', '103_U_13', '103_U_14', '103_D_20', '103_D_21', '103_D_22', '108_U_21', '108_U_22', '108_U_23', '108_D_16', '108_D_17', '108_D_18', '112_U_15', '112_U_16', '112_D_18', '112_D_19', '112_D_20']",17,上行,29,117.973031,37.388135,True,"['017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_30,翰墨园,"['006_U_29', '006_D_17', '017_U_29', '017_D_09', '017_D_10', '102_U_16', '102_U_17', '102_D_26', '103_U_13', '103_U_14', '103_U_15', '103_D_20', '103_D_21', '108_U_22', '108_U_23', '108_U_24', '108_D_16', '108_D_17', '112_U_16', '112_U_17', '112_D_18', '112_D_19']",17,上行,30,117.975539,37.390118,True,"['017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_31,翰文苑,"['006_U_29', '006_D_17', '011_D_39', '017_U_32', '017_D_08', '017_D_09', '103_U_15', '103_D_20', '108_U_24', '108_D_16', '112_U_17', '112_D_18']",17,上行,31,117.976205,37.394204,True,"['017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_32,朝阳小区,"['011_U_03', '011_D_38', '011_D_39', '011_D_40', '017_U_31', '017_U_33', '017_D_07', '017_D_08']",17,上行,32,117.976844,37.397881,True,"['017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_33,滨州乒乓球馆,"['011_U_02', '011_U_03', '011_D_39', '011_D_40', '017_U_32', '017_U_34', '017_D_05', '017_D_06', '017_D_07']",17,上行,33,117.980463,37.39788,True,"['017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_34,奥林水岸,"['011_U_02', '011_D_40', '017_U_33', '017_U_35', '017_D_04', '017_D_05', '017_D_06']",17,上行,34,117.982505,37.39789,True,"['017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_35,京学幼儿园,"['017_U_34', '017_U_36', '017_D_04', '017_D_05']",17,上行,35,117.984922,37.399144,True,"['017_U_36', '017_U_37', '017_U_38']"
017_U_36,韵和嘉苑,"['011_U_01', '011_D_41', '017_U_35', '017_U_37', '017_U_38', '017_D_01', '017_D_03', '017_D_04', '032_U_33', '032_U_34', '032_D_01', '105_D_21', '106_D_22']",17,上行,36,117.986445,37.402485,True,"['017_U_37', '017_U_38']"
017_U_37,鲁北技师学院,"['011_U_01', '011_D_41', '017_U_36', '017_U_38', '017_D_01', '017_D_02', '017_D_03', '032_U_33', '032_U_34', '032_D_01', '032_D_02', '105_U_24', '105_D_21', '106_U_17', '106_D_22']",17,上行,37,117.985649,37.40617,True,['017_U_38']
017_U_38,市政务服务中心,"['011_U_01', '011_D_41', '017_U_36', '017_U_37', '017_D_01', '017_D_02', '017_D_03', '032_U_33', '032_U_34', '032_D_01', '032_D_02', '105_U_24', '105_D_21', '106_U_17', '106_D_22']",17,上行,38,117.983654,37.40329,True,[]
017_D_01,市政务服务中心,"['011_U_01', '011_D_41', '017_U_36', '017_U_37', '017_U_38', '017_D_02', '017_D_03', '032_U_33', '032_U_34', '032_D_01', '032_D_02', '105_U_24', '105_D_21', '106_U_17', '106_D_22']",17,下行,1,117.983654,37.40329,True,"['017_D_02', '017_D_03', '017_D_04', '017_D_05', '017_D_06', '017_D_07', '017_D_08', '017_D_09', '017_D_10', '017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_02,鲁北技师学院,"['011_U_01', '011_D_41', '017_U_37', '017_U_38', '017_D_01', '032_U_33', '032_U_34', '032_D_01', '032_D_02', '105_U_24', '105_D_21', '105_D_22', '106_U_17', '106_D_22', '106_D_23']",17,下行,2,117.983676,37.405863,True,"['017_D_03', '017_D_04', '017_D_05', '017_D_06', '017_D_07', '017_D_08', '017_D_09', '017_D_10', '017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_03,韵和嘉苑,"['011_U_01', '011_D_41', '017_U_36', '017_U_37', '017_U_38', '017_D_01', '032_U_33', '032_U_34', '032_D_01', '105_D_21', '106_D_22']",17,下行,3,117.986524,37.403037,True,"['017_D_04', '017_D_05', '017_D_06', '017_D_07', '017_D_08', '017_D_09', '017_D_10', '017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_04,京学幼儿园,"['017_U_34', '017_U_35', '017_U_36', '017_D_05']",17,下行,4,117.984881,37.399278,True,"['017_D_05', '017_D_06', '017_D_07', '017_D_08', '017_D_09', '017_D_10', '017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_05,奥林水岸,"['011_U_02', '011_D_40', '017_U_33', '017_U_34', '017_U_35', '017_D_04', '017_D_06']",17,下行,5,117.982633,37.398063,True,"['017_D_06', '017_D_07', '017_D_08', '017_D_09', '017_D_10', '017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_06,滨州乒乓球馆,"['011_U_02', '011_U_03', '011_D_40', '017_U_33', '017_U_34', '017_D_05', '017_D_07']",17,下行,6,117.980854,37.398044,True,"['017_D_07', '017_D_08', '017_D_09', '017_D_10', '017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_07,朝阳小区,"['011_U_02', '011_U_03', '011_D_39', '011_D_40', '017_U_32', '017_U_33', '017_D_06', '017_D_08']",17,下行,7,117.977698,37.397948,True,"['017_D_08', '017_D_09', '017_D_10', '017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_08,翰文苑,"['006_U_29', '006_D_17', '011_U_03', '011_D_39', '017_U_31', '017_U_32', '017_D_07', '017_D_09', '103_U_15', '103_D_20', '108_U_24', '108_D_16', '112_U_17', '112_D_18']",17,下行,8,117.97595,37.394575,True,"['017_D_09', '017_D_10', '017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_09,翰墨园,"['006_U_29', '006_D_17', '017_U_29', '017_U_30', '017_U_31', '017_D_08', '017_D_10', '102_U_16', '102_D_26', '103_U_13', '103_U_14', '103_U_15', '103_D_20', '103_D_21', '108_U_22', '108_U_23', '108_U_24', '108_D_16', '108_D_17', '112_U_16', '112_U_17', '112_D_18']",17,下行,9,117.97564,37.391093,True,"['017_D_10', '017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_10,教育园,"['006_D_17', '017_U_29', '017_U_30', '017_D_09', '017_D_11', '030_U_30', '030_D_17', '102_U_16', '102_U_17', '102_D_25', '102_D_26', '102_D_27', '103_U_13', '103_U_14', '103_D_20', '103_D_21', '103_D_22', '108_U_22', '108_U_23', '108_D_16', '108_D_17', '108_D_18', '112_U_15', '112_U_16', '112_D_18', '112_D_19']",17,下行,10,117.973972,37.388198,True,"['017_D_11', '017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
017_D_11,聚鑫园,"['006_U_28', '011_U_06', '011_U_07', '011_D_34', '011_D_35', '017_U_28', '017_U_29', '017_D_10', '102_U_14', '102_U_15', '102_U_16', '102_U_17', '102_D_25', '102_D_26', '102_D_27', '102_D_28', '103_U_12', '103_U_13', '103_D_21', '103_D_22', '108_U_21', '108_U_22', '108_D_17', '108_D_18', '112_U_14', '112_U_15', '112_D_19', '112_D_20']",17,下行,11,117.970781,37.388201,True,"['017_D_12', '017_D_13', '017_D_14', '017_D_15', '017_D_16', '017_D_17', '017_D_18', '017_D_19', '017_D_20', '017_D_21', '017_D_22', '017_D_23', '017_D_24', '017_D_25', '017_D_26', '017_D_27', '017_D_28', '017_D_29', '017_D_30', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '017_D_35', '017_D_36', '017_D_37']"
